SAMPLE NAME	HGNC ID	GENE NAME	PROCESS	LOG2FOLD	P-VALUE
sample2_user	LETM1	leucine zipper and EF-hand containing transmembrane protein 1	Calcium Signaling & Transport	0.125343	0.273399
sample2_user	LETM2	leucine zipper and EF-hand containing transmembrane protein 2	Calcium Signaling & Transport	-0.701091	0.0414515
sample2_user	MAIP1	matrix AAA peptidase interacting protein 1	Calcium Signaling & Transport	-0.175861	0.301073
sample2_user	MCU	mitochondrial calcium uniporter	Calcium Signaling & Transport	0.209603	0.0818161
sample2_user	MCUB	mitochondrial calcium uniporter dominant negative beta subunit	Calcium Signaling & Transport	0.682241	0.163043
sample2_user	MCUR1	mitochondrial calcium uniporter regulator 1	Calcium Signaling & Transport	0.106542	0.411364
sample2_user	MICU1	mitochondrial calcium uptake 1	Calcium Signaling & Transport	-0.328477	0.055811
sample2_user	MICU2	mitochondrial calcium uptake 2	Calcium Signaling & Transport	0.0374414	0.682016
sample2_user	MICU3	mitochondrial calcium uptake family member 3	Calcium Signaling & Transport	-0.0451402	0.892928
sample2_user	PACS2	phosphofurin acidic cluster sorting protein 2	Calcium Signaling & Transport	0.103737	0.318695
sample2_user	PML	promyelocytic leukemia	Calcium Signaling & Transport	0.0695415	0.724306
sample2_user	SLC25A12	solute carrier family 25 member 12	Calcium Signaling & Transport	-0.189627	0.0657531
sample2_user	SLC25A13	solute carrier family 25 member 13	Calcium Signaling & Transport	0.242822	0.103923
sample2_user	SLC8B1	solute carrier family 8 member B1	Calcium Signaling & Transport	0.0515358	0.818734
sample2_user	TCHP	trichoplein keratin filament binding	Calcium Signaling & Transport	0.041651	0.780901
sample2_user	TMEM65	transmembrane protein 65	Calcium Signaling & Transport	-0.0188615	0.908583
sample2_user	CDS1	CDP-diacylglycerol synthase 1	Cardiolipin Biosynthesis	-0.656899	0.0300588
sample2_user	CRLS1	cardiolipin synthase 1	Cardiolipin Biosynthesis	0.0729986	0.563263
sample2_user	LCLAT1	lysocardiolipin acyltransferase 1	Cardiolipin Biosynthesis	0.176058	0.390094
sample2_user	PGS1	phosphatidylglycerophosphate synthase 1	Cardiolipin Biosynthesis	0.0435155	0.735645
sample2_user	PTPMT1	protein tyrosine phosphatase mitochondrial 1	Cardiolipin Biosynthesis	0.326762	0.0296018
sample2_user	ACSL1	acyl-CoA synthetase long chain family member 1	Fatty Acid Biosynthesis & Elongation	0.0638981	0.640477
sample2_user	ACSL5	acyl-CoA synthetase long chain family member 5	Fatty Acid Biosynthesis & Elongation	-0.0107729	0.96194
sample2_user	ACSL6	acyl-CoA synthetase long chain family member 6	Fatty Acid Biosynthesis & Elongation	-0.481576	0.0699593
sample2_user	ACSM3	acyl-CoA synthetase medium chain family member 3	Fatty Acid Biosynthesis & Elongation	1.08056	0.0597092
sample2_user	CBR4	carbonyl reductase 4	Fatty Acid Biosynthesis & Elongation	-0.0438449	0.751772
sample2_user	ECH1	enoyl-CoA hydratase 1	Fatty Acid Biosynthesis & Elongation	-0.0650109	0.492033
sample2_user	ECHDC1	ethylmalonyl-CoA decarboxylase 1	Fatty Acid Biosynthesis & Elongation	-0.0848595	0.433788
sample2_user	ECHDC2	enoyl-CoA hydratase domain containing 2	Fatty Acid Biosynthesis & Elongation	-0.298344	0.0258951
sample2_user	ECHDC3	enoyl-CoA hydratase domain containing 3	Fatty Acid Biosynthesis & Elongation	0.0248196	0.843549
sample2_user	ECHS1	enoyl-CoA hydratase, short chain 1	Fatty Acid Biosynthesis & Elongation	-0.218882	0.0789846
sample2_user	HSD17B8	hydroxysteroid 17-beta dehydrogenase 8	Fatty Acid Biosynthesis & Elongation	0.0670453	0.434458
sample2_user	MCAT	malonyl-CoA-acyl carrier protein transacylase	Fatty Acid Biosynthesis & Elongation	0.27176	0.0150838
sample2_user	MECR	mitochondrial trans-2-enoyl-CoA reductase	Fatty Acid Biosynthesis & Elongation	0.120431	0.323993
sample2_user	OXSM	3-oxoacyl-ACP synthase, mitochondrial	Fatty Acid Biosynthesis & Elongation	0.161646	0.245818
sample2_user	THEM4	thioesterase superfamily member 4	Fatty Acid Biosynthesis & Elongation	0.0775339	0.7851
sample2_user	ACAA2	acetyl-CoA acyltransferase 2	Fatty Acid Degradation & Beta-oxidation	0.466131	0.00436592
sample2_user	ACACB	acetyl-CoA carboxylase beta	Fatty Acid Degradation & Beta-oxidation	-0.283041	0.110633
sample2_user	ACAD10	acyl-CoA dehydrogenase family member 10	Fatty Acid Degradation & Beta-oxidation	-0.066882	0.624097
sample2_user	ACAD11	acyl-CoA dehydrogenase family member 11	Fatty Acid Degradation & Beta-oxidation	-0.0580869	0.770232
sample2_user	ACAD8	acyl-CoA dehydrogenase family member 8	Fatty Acid Degradation & Beta-oxidation	0.051442	0.674695
sample2_user	ACAD9	acyl-CoA dehydrogenase family member 9	Fatty Acid Degradation & Beta-oxidation	-0.0386171	0.717527
sample2_user	ACADL	acyl-CoA dehydrogenase long chain	Fatty Acid Degradation & Beta-oxidation	-0.0709852	0.710302
sample2_user	ACADM	acyl-CoA dehydrogenase medium chain	Fatty Acid Degradation & Beta-oxidation	-0.168815	0.159802
sample2_user	ACADS	acyl-CoA dehydrogenase short chain	Fatty Acid Degradation & Beta-oxidation	-0.233418	0.0368129
sample2_user	ACADVL	acyl-CoA dehydrogenase very long chain	Fatty Acid Degradation & Beta-oxidation	0.222994	0.0494738
sample2_user	ACSL3	acyl-CoA synthetase long chain family member 3	Fatty Acid Degradation & Beta-oxidation	0.109022	0.501323
sample2_user	ACSL4	acyl-CoA synthetase long chain family member 4	Fatty Acid Degradation & Beta-oxidation	-0.239848	0.0824775
sample2_user	ALDH2	aldehyde dehydrogenase 2 family member	Fatty Acid Degradation & Beta-oxidation	-0.350589	0.00624671
sample2_user	ALDH3A2	aldehyde dehydrogenase 3 family member A2	Fatty Acid Degradation & Beta-oxidation	0.237724	0.0983466
sample2_user	CPT1A	carnitine palmitoyltransferase 1A	Fatty Acid Degradation & Beta-oxidation	0.712466	0.013807
sample2_user	CPT1B	carnitine palmitoyltransferase 1B	Fatty Acid Degradation & Beta-oxidation	0.266694	0.0717625
sample2_user	CPT1C	carnitine palmitoyltransferase 1C	Fatty Acid Degradation & Beta-oxidation	0.184249	0.686659
sample2_user	CPT2	carnitine palmitoyltransferase 2	Fatty Acid Degradation & Beta-oxidation	0.0558532	0.565331
sample2_user	CRAT	carnitine O-acetyltransferase	Fatty Acid Degradation & Beta-oxidation	-0.0257589	0.799917
sample2_user	DECR1	2,4-dienoyl-CoA reductase 1	Fatty Acid Degradation & Beta-oxidation	0.178433	0.115292
sample2_user	ECI1	enoyl-CoA delta isomerase 1	Fatty Acid Degradation & Beta-oxidation	0.0405517	0.763869
sample2_user	ECI2	enoyl-CoA delta isomerase 2	Fatty Acid Degradation & Beta-oxidation	-0.11661	0.528068
sample2_user	GCDH	glutaryl-CoA dehydrogenase	Fatty Acid Degradation & Beta-oxidation	-0.0996721	0.393647
sample2_user	HADHA	hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha	Fatty Acid Degradation & Beta-oxidation	0.351293	0.0124454
sample2_user	HADHB	hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit beta	Fatty Acid Degradation & Beta-oxidation	0.408914	0.0155868
sample2_user	ACOT9	acyl-CoA thioesterase 9	Fatty Acid Metabolism	0.118522	0.40124
sample2_user	ACSF2	acyl-CoA synthetase family member 2	Fatty Acid Metabolism	-0.254591	0.0217284
sample2_user	ACSF3	acyl-CoA synthetase family member 3	Fatty Acid Metabolism	0.0581814	0.692889
sample2_user	AGK	acylglycerol kinase	Fatty Acid Metabolism	0.0114456	0.941838
sample2_user	BDH1	3-hydroxybutyrate dehydrogenase 1	Fatty Acid Metabolism	-0.174958	0.588149
sample2_user	HDHD5	haloacid dehalogenase like hydrolase domain containing 5	Fatty Acid Metabolism	-0.0679021	0.588112
sample2_user	LYPLA1	lysophospholipase 1	Fatty Acid Metabolism	0.0656786	0.55572
sample2_user	LYPLAL1	lysophospholipase like 1	Fatty Acid Metabolism	0.202318	0.458055
sample2_user	MLYCD	malonyl-CoA decarboxylase	Fatty Acid Metabolism	0.936844	0.000225143
sample2_user	PCCB	propionyl-CoA carboxylase subunit beta	Fatty Acid Metabolism	-0.352045	0.00372699
sample2_user	PNPLA4	patatin like phospholipase domain containing 4	Fatty Acid Metabolism	-0.0385652	0.930581
sample2_user	PNPLA8	patatin like phospholipase domain containing 8	Fatty Acid Metabolism	-0.210204	0.0652816
sample2_user	TMLHE	trimethyllysine hydroxylase, epsilon	Fatty Acid Metabolism	-0.01973	0.841518
sample2_user	BOLA1	bolA family member 1	Fe-S Cluster Biosynthesis	0.375741	0.00242114
sample2_user	BOLA3	bolA family member 3	Fe-S Cluster Biosynthesis	0.112787	0.382691
sample2_user	CIAO1	cytosolic iron-sulfur assembly component 1	Fe-S Cluster Biosynthesis	0.144157	0.0871438
sample2_user	CIAO2A	cytosolic iron-sulfur assembly component 2A	Fe-S Cluster Biosynthesis	0.532885	0.0134571
sample2_user	CIAO2B	cytosolic iron-sulfur assembly component 2B	Fe-S Cluster Biosynthesis	0.321989	0.0151844
sample2_user	CIAPIN1	cytokine induced apoptosis inhibitor 1	Fe-S Cluster Biosynthesis	-0.2558	0.113527
sample2_user	FDX1	ferredoxin 1	Fe-S Cluster Biosynthesis	0.00655814	0.963374
sample2_user	FDX2	ferredoxin 2	Fe-S Cluster Biosynthesis	0.167047	0.225974
sample2_user	FDXR	ferredoxin reductase	Fe-S Cluster Biosynthesis	0.417023	0.0908387
sample2_user	FXN	frataxin	Fe-S Cluster Biosynthesis	0.161586	0.260828
sample2_user	HSCB	HscB mitochondrial iron-sulfur cluster cochaperone	Fe-S Cluster Biosynthesis	0.18343	0.380668
sample2_user	IBA57	iron-sulfur cluster assembly factor IBA57	Fe-S Cluster Biosynthesis	0.0299362	0.76486
sample2_user	ISCA2	iron-sulfur cluster assembly 2	Fe-S Cluster Biosynthesis	-0.0409412	0.773827
sample2_user	ISCU	iron-sulfur cluster assembly enzyme	Fe-S Cluster Biosynthesis	0.0437769	0.77068
sample2_user	MMS19	MMS19 homolog, cytosolic iron-sulfur assembly component	Fe-S Cluster Biosynthesis	-0.0138765	0.912052
sample2_user	NARF	nuclear prelamin A recognition factor	Fe-S Cluster Biosynthesis	0.322049	0.0149711
sample2_user	NFS1	NFS1 cysteine desulfurase	Fe-S Cluster Biosynthesis	0.197301	0.0760416
sample2_user	NUBP1	nucleotide binding protein 1	Fe-S Cluster Biosynthesis	-0.278732	0.0889635
sample2_user	NUBP2	nucleotide binding protein 2	Fe-S Cluster Biosynthesis	0.360032	0.00634248
sample2_user	SLC25A28	solute carrier family 25 member 28	Fe-S Cluster Biosynthesis	0.0401973	0.760414
sample2_user	SLC25A37	solute carrier family 25 member 37	Fe-S Cluster Biosynthesis	0.241099	0.058879
sample2_user	ALDH1L1	aldehyde dehydrogenase 1 family member L1	Folate & Pterin Metabolism	-0.567508	0.0135718
sample2_user	ALDH1L2	aldehyde dehydrogenase 1 family member L2	Folate & Pterin Metabolism	0.442897	0.117852
sample2_user	FPGS	folylpolyglutamate synthase	Folate & Pterin Metabolism	0.35485	0.0794588
sample2_user	MTHFD1	methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1	Folate & Pterin Metabolism	-0.14917	0.174017
sample2_user	MTHFD1L	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like	Folate & Pterin Metabolism	0.353206	0.385354
sample2_user	MTHFD2	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase	Folate & Pterin Metabolism	-0.0775216	0.669519
sample2_user	MTHFD2L	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2 like	Folate & Pterin Metabolism	0.312368	0.258426
sample2_user	MTHFS	methenyltetrahydrofolate synthetase	Folate & Pterin Metabolism	-0.529536	0.0118592
sample2_user	PTS	6-pyruvoyltetrahydropterin synthase	Folate & Pterin Metabolism	0.145408	0.296687
sample2_user	SHMT2	serine hydroxymethyltransferase 2	Folate & Pterin Metabolism	0.11917	0.291415
sample2_user	SLC25A32	solute carrier family 25 member 32	Folate & Pterin Metabolism	0.200619	0.251231
sample2_user	AKR1B1	aldo-keto reductase family 1 member B	Fructose Metabolism	0.125418	0.434316
sample2_user	ALDH1A1	aldehyde dehydrogenase 1 family member A1	Fructose Metabolism	-0.82403	0.00121998
sample2_user	GLYCTK	glycerate kinase	Fructose Metabolism	0.125972	0.379852
sample2_user	KHK	ketohexokinase	Fructose Metabolism	-0.104663	0.6775
sample2_user	SORD	sorbitol dehydrogenase	Fructose Metabolism	-0.135522	0.489139
sample2_user	TKFC	triokinase and FMN cyclase	Fructose Metabolism	-0.121861	0.578442
sample2_user	ALDOA	aldolase, fructose-bisphosphate A	Glycolysis	0.108946	0.194339
sample2_user	ALDOC	aldolase, fructose-bisphosphate C	Glycolysis	-0.58095	0.104574
sample2_user	ENO1	enolase 1	Glycolysis	0.281206	0.0434329
sample2_user	ENO2	enolase 2	Glycolysis	-0.306771	0.478161
sample2_user	ENO3	enolase 3	Glycolysis	0.159	0.30895
sample2_user	FBP2	fructose-bisphosphatase 2	Glycolysis	-0.925696	0.152934
sample2_user	GAPDH	glyceraldehyde-3-phosphate dehydrogenase	Glycolysis	0.276769	0.0113261
sample2_user	GCK	glucokinase	Glycolysis	0.373685	0.220345
sample2_user	GPI	glucose-6-phosphate isomerase	Glycolysis	-0.0149153	0.87699
sample2_user	HK1	hexokinase 1	Glycolysis	0.0898143	0.534112
sample2_user	HK2	hexokinase 2	Glycolysis	-0.327501	0.63109
sample2_user	HK3	hexokinase 3	Glycolysis	0.486786	0.237398
sample2_user	LDHA	lactate dehydrogenase A	Glycolysis	0.330952	0.0377881
sample2_user	LDHB	lactate dehydrogenase B	Glycolysis	0.257331	0.107022
sample2_user	PC	pyruvate carboxylase	Glycolysis	-0.188996	0.386482
sample2_user	PFKL	phosphofructokinase, liver type	Glycolysis	-0.120352	0.403843
sample2_user	PFKM	phosphofructokinase, muscle	Glycolysis	-0.241143	0.0438706
sample2_user	PFKP	phosphofructokinase, platelet	Glycolysis	1.32087	0.0000010393
sample2_user	PGAM1	phosphoglycerate mutase 1	Glycolysis	-0.0201228	0.885273
sample2_user	PGAM2	phosphoglycerate mutase 2	Glycolysis	-0.0473771	0.705688
sample2_user	PGK1	phosphoglycerate kinase 1	Glycolysis	0.0407956	0.623392
sample2_user	PKM	pyruvate kinase M1/2	Glycolysis	0.253428	0.0623718
sample2_user	SLC2A1	solute carrier family 2 member 1	Glycolysis	0.153537	0.41896
sample2_user	SLC2A4	solute carrier family 2 member 4	Glycolysis	-0.387076	0.00473519
sample2_user	TPI1	triosephosphate isomerase 1	Glycolysis	0.240015	0.0404699
sample2_user	ALAS1	5'-aminolevulinate synthase 1	Heme Biosynthesis	0.0161415	0.886033
sample2_user	CPOX	coproporphyrinogen oxidase	Heme Biosynthesis	-0.157129	0.362594
sample2_user	FECH	ferrochelatase	Heme Biosynthesis	-0.0943481	0.419598
sample2_user	FTMT	ferritin mitochondrial	Heme Biosynthesis	0.0122345	0.972992
sample2_user	HMBS	hydroxymethylbilane synthase	Heme Biosynthesis	0.248448	0.0489325
sample2_user	UROD	uroporphyrinogen decarboxylase	Heme Biosynthesis	0.196089	0.0794282
sample2_user	UROS	uroporphyrinogen III synthase	Heme Biosynthesis	0.0535332	0.671426
sample2_user	CHCHD4	coiled-coil-helix-coiled-coil-helix domain containing 4	Import & Sorting	0.345034	0.00248245
sample2_user	CHCHD5	coiled-coil-helix-coiled-coil-helix domain containing 5	Import & Sorting	0.166147	0.166021
sample2_user	CMC2	C-X9-C motif containing 2	Import & Sorting	0.428074	0.00839164
sample2_user	DNAJC15	DnaJ heat shock protein family (Hsp40) member C15	Import & Sorting	0.0894665	0.508004
sample2_user	DNAJC19	DnaJ heat shock protein family (Hsp40) member C19	Import & Sorting	0.00326485	0.977749
sample2_user	GRPEL1	GrpE like 1, mitochondrial	Import & Sorting	-0.00920384	0.924593
sample2_user	GRPEL2	GrpE like 2, mitochondrial	Import & Sorting	0.197253	0.163743
sample2_user	HSPA9	heat shock protein family A (Hsp70) member 9	Import & Sorting	-0.13958	0.153859
sample2_user	HSPE1	heat shock protein family E (Hsp10) member 1	Import & Sorting	0.251017	0.0731801
sample2_user	IMMP1L	inner mitochondrial membrane peptidase subunit 1	Import & Sorting	0.0906234	0.674783
sample2_user	IMMP2L	inner mitochondrial membrane peptidase subunit 2	Import & Sorting	0.170664	0.250668
sample2_user	METAP1D	methionyl aminopeptidase type 1D, mitochondrial	Import & Sorting	-0.14189	0.378554
sample2_user	MIPEP	mitochondrial intermediate peptidase	Import & Sorting	-0.0566679	0.706254
sample2_user	MTX1	metaxin 1	Import & Sorting	0.0961329	0.527122
sample2_user	MTX2	metaxin 2	Import & Sorting	0.111265	0.381915
sample2_user	MTX3	metaxin 3	Import & Sorting	0.338053	0.183158
sample2_user	PAM16	presequence translocase associated motor 16	Import & Sorting	0.0509648	0.762493
sample2_user	PMPCA	peptidase, mitochondrial processing alpha subunit	Import & Sorting	-0.163206	0.176341
sample2_user	PMPCB	peptidase, mitochondrial processing beta subunit	Import & Sorting	-0.175328	0.154012
sample2_user	PPIF	peptidylprolyl isomerase F	Import & Sorting	0.204444	0.101892
sample2_user	SAMM50	SAMM50 sorting and assembly machinery component	Import & Sorting	-0.190074	0.218721
sample2_user	TAMM41	TAM41 mitochondrial translocator assembly and maintenance homolog	Import & Sorting	0.118983	0.420159
sample2_user	TIMM10	translocase of inner mitochondrial membrane 10	Import & Sorting	0.453884	0.00048443
sample2_user	TIMM10B	translocase of inner mitochondrial membrane 10B	Import & Sorting	0.032291	0.785408
sample2_user	TIMM17A	translocase of inner mitochondrial membrane 17A	Import & Sorting	0.218179	0.0332025
sample2_user	TIMM17B	translocase of inner mitochondrial membrane 17B	Import & Sorting	0.15234	0.252616
sample2_user	TIMM21	translocase of inner mitochondrial membrane 21	Import & Sorting	0.0188961	0.887654
sample2_user	TIMM22	translocase of inner mitochondrial membrane 22	Import & Sorting	0.641163	0.00415885
sample2_user	TIMM23	translocase of inner mitochondrial membrane 23	Import & Sorting	0.19698	0.0618008
sample2_user	TIMM44	translocase of inner mitochondrial membrane 44	Import & Sorting	-0.0518693	0.637965
sample2_user	TIMM50	translocase of inner mitochondrial membrane 50	Import & Sorting	0.122686	0.251438
sample2_user	TIMM8B	translocase of inner mitochondrial membrane 8 homolog B	Import & Sorting	0.129181	0.349365
sample2_user	TIMM9	translocase of inner mitochondrial membrane 9	Import & Sorting	0.294303	0.0190013
sample2_user	TIMMDC1	translocase of inner mitochondrial membrane domain containing 1	Import & Sorting	0.217777	0.207199
sample2_user	TOMM20	translocase of outer mitochondrial membrane 20	Import & Sorting	0.0884164	0.314459
sample2_user	TOMM22	translocase of outer mitochondrial membrane 22	Import & Sorting	0.187513	0.0369332
sample2_user	TOMM34	translocase of outer mitochondrial membrane 34	Import & Sorting	0.243442	0.0621114
sample2_user	TOMM40	translocase of outer mitochondrial membrane 40	Import & Sorting	-0.0670163	0.530444
sample2_user	TOMM40L	translocase of outer mitochondrial membrane 40 like	Import & Sorting	-0.125816	0.296589
sample2_user	TOMM7	translocase of outer mitochondrial membrane 7	Import & Sorting	0.224564	0.0587169
sample2_user	TOMM70	translocase of outer mitochondrial membrane 70	Import & Sorting	0.0411776	0.655256
sample2_user	YME1L1	YME1 like 1 ATPase	Import & Sorting	0.16132	0.0831159
sample2_user	LIAS	lipoic acid synthetase	Lipoic Acid Metabolism	-0.192422	0.156977
sample2_user	LIPT1	lipoyltransferase 1	Lipoic Acid Metabolism	-0.0446423	0.803962
sample2_user	LIPT2	lipoyl(octanoyl) transferase 2	Lipoic Acid Metabolism	0.868083	0.000168005
sample2_user	ABCD1	ATP binding cassette subfamily D member 1	Metabolism of Lipids & Lipoproteins	0.210001	0.13581
sample2_user	ACACA	acetyl-CoA carboxylase alpha	Metabolism of Lipids & Lipoproteins	-0.187144	0.20108
sample2_user	ACP6	acid phosphatase 6, lysophosphatidic	Metabolism of Lipids & Lipoproteins	0.399264	0.107049
sample2_user	ACSS3	acyl-CoA synthetase short chain family member 3	Metabolism of Lipids & Lipoproteins	-0.0910237	0.619301
